title,rating_ordinal
Angels and Spirit Guides: How to Call Upon Your Angels and Spirit Guide for Help,1
Planes Trains Elephants,0
Prisoner's Dilemma,0
Juicy Gossip,2
Dog Soldiers,0
The Veritas Conflict,2
The Parrot's Lament and Other True Tales of Animal Intrigue Intelligence and Ingenuity,1
The Christmas Lamp,0
Passion of Michel Foucault,1
Rich Dad's Retire Young Retire Rich: How to Get Rich Quickly and Stay Rich Forever!,1
The God Who Smokes: Scandalous Meditations on Faith,1
The Book About Blanche and Marie,0
A Grand Passion,0
The First Folio of Shakespeare: 1623,2
Acid Casuals,0
When Santa Fell to Earth,0
Kill Two Birds and Get Stoned,0
The Trick is to Keep Breathing,0
The Last Train North,0
American Buffalo: In Search of a Lost Icon,2
Inventing Niagara: Beauty Power and Lies,0
The Conjurer's Bird,0
The Walk of the Spirit - The Walk of Power : The Vital Role of Praying in Tongues,2
These Boots Are Made for Stalking,0
Bitch Reloaded,2
The Darling,0
Night of the Jabberwock,1
Fatal Tide,1
Walking on Water: Reading Writing and Revolution,2
Delicious,2
The Martha Rules,0
Gatekeepers - The Quest for Clues to an Age-Old Riddle,2
The Heart of Enterprise,2
Sleeping Freshmen Never Lie,0
Angels Watching Over Me,1
A Familiar Dragon: Fanuilh / Wizard's Heir / Beggar's Banquet,1
One Scream Away,1
City of Dreams: A Novel of Nieuw Amsterdam and Early Manhattan,1
Mother Nature: Maternal Instincts and How They Shape the Human Species,2
Small Wonder,1
The Purloined Letter,0
Poetry Drama and Prose,2
The Twelve Kingdoms: Skies of Dawn,2
The Wake of the Wind,2
Day for Night,0
Islands in the Net,0
Pistol: The Life of Pete Maravich,1
We Die Alone: A WWII Epic of Escape and Endurance,1
The Haven,1
Black Duck,0
The Chronicles of Master Li and Number Ten Ox,2
The Vision,0
On Her Majesty's Secret Service,1
Her Father's House,0
The Dark Planet,2
To Dance: A Ballerina's Graphic Novel,0
Love Starts with Elle,2
In Conquest Born,1
Shattering Glass,0
While My Pretty One Sleeps,1
Parkinson's Law,1
Silence in October,0
The Pleasures of the Damned,2
The Cinderella Society,0
Who Will Tell the People: The Betrayal of American Democracy,2
Knockemstiff,1
The Sign,0
Knowledge of Angels,1
The Salt Road,0
The Death of King Arthur,1
Tomato Rhapsody: A Fable of Love Lust & Forbidden Fruit,0
Are You Kidding Me?: The Story of Rocco Mediate's Extraordinary Battle with Tiger Woods at the US Open,0
Zen in the Martial Arts,2
Observatory Mansions,1
In the Country of the Young,1
Remembering Blue,0
300 Nights,2
Tallow,0
Frances's Story,1
Wen-Tzu,2
Stumptown Kid,1
Be All You Can Be,2
Unclean Spirits,0
Bride Of Pendorric / The Shadow Of Lynx / King Of The Castle / Mistress Of Mellyn,2
The Price of Trust,1
A Beggars Purse,2
Becket,1
The Black Lung Captain,2
In a Pit with a Lion on a Snowy Day: How to Survive and Thrive When Opportunity Roars,2
Elusive Dawn,2
The Princess Plot,0
Close Kin,1
Can You Forgive Her?,1
Raising Jake,0
Under the North Star,2
The Last Man Alive,1
And Tango Makes Three,2
Palinuro de México,2
The Delicate Dependency: A Novel of the Vampire Life,1
The World's Shortest Stories of Love and Death,0
Diary of a Wimpy Kid: #1-5 [Box Set],2
Diary of a Provincial Lady,1
God Went to Beauty School,1
Timothy of the Cay,0
Stupid and Contagious,0
The Farseekers,1
Tracking the Tempest,1
His Immortal Embrace,1
Fear Itself,1
Letters to God,2
Talk Nerdy to Me,0
Heaven Sent,2
Spirit Storm,1
The Cripple of Inishmaan - Acting Edition (Acting Edition for Theater Productions),1
Moon Window,0
The Wednesday Letters,0
Anne Sexton: A Biography,2
City of Night,1
The Way You Say My Name,1
The Book of Clouds,2
Days of the Living Christ (Volume 1),2
Take Me Again,0
Solar,0
Twenty Prose Poems,2
Tikki Tikki Tembo,2
Afterlife,0
Shining Levels,2
And Then Everything Unraveled,0
Embers of Love,1
Summer and the City,0
Brown Girl Brownstones,1
Flight of the Buffalo: Soaring to Excellence Learning to Let Employees Lead,0
Marrying Buddha,0
For the Love of a Vampire,0
Camille Claudel,1
Synecdoche New York: The Shooting Script,2
The Ordinary Us,1
Waiting for Birdy: A Year of Frantic Tedium Neurotic Angst and the Wild Magic of Growing a Family,1
Why Love Matters: How Affection Shapes a Baby's Brain,2
Auschwitz: A Doctor's Eyewitness Account,2
Kings and Queens of England,1
Holly,0
The Resurrectionist,0
Nickolas,0
The Admiral's Wolf Pack,2
Robin Hood,0
Photo Finish,0
The Last Men Out: Life on the Edge at Rescue 2 Firehouse,2
Storm Tide,1
Adam Copeland on Edge,1
The Midnight Charter,0
Shadow Falling,2
PineLight,0
A Survey of the Old Testament,1
Wifey,2
Whatever You Do Don't Run: True Tales of a Botswana Safari Guide,1
Rising Tides,1
Playing Dirty,2
Revelation: Four Views: A Parallel Commentary,2
Messiah,2
Don't Breathe a Word,0
Common Sense Economics: What Everyone Should Know about Wealth and Prosperity,0
Elegance,0
The Wild,2
The Thornthwaite Inheritance,1
The Guaymas Chronicles: La Mandadera,2
Born to Spy,2
Vampyre Kisses,0
Nausicaä of the Valley of Wind: Perfect Collection Boxed Set,2
Suck It Up,0
Romiette and Julio,1
Coup d'Etat,2
Grandmaster,2
Bite Marks,1
Siren,0
The Big Picture: Who Killed Hollywood? and Other Essays,0
The Chronicles of Vladimir Tod Box Set,2
Veniss Underground,0
Being Human,1
Axe Handles: Poems,2
Bite With Height,0
The Portable Oscar Wilde,2
A Dog's Way Home,2
Overprotected,0
Cosmopolitanism and the Geographies of Freedom,1
The Girl She Used to Be,0
A Room of One's Own / Three Guineas,2
The Overlander's Bride,0
Cyrus Darian And The Technomicron,2
My Boring-Ass Life: The Uncomfortably Candid Diary of Kevin Smith,0
Vampire Manifesto,0
Shamanism,0
12 Stocking Stuffers,0
Double Helix,0
A Summer to Die,1
The Heir,0
The Chronoliths,0
The Leader in Me: How Schools and Parents Around the World Are Inspiring Greatness One Child At a Time,0
Cruddy,2
The Green Gauntlet,2
Dreadful Sorry,1
The Halo Effect,0
Flame,0
The Witch in the Wood,0
The Awakening,0
In A Cold Sweat,2
Out in Blue,0
The Outsider,2
The Long-Distance Dispatch Between Lydia Goldblatt and Julie Graham-Chang,2
The Man Without Qualities: Volume II,2
Flood,0
No Promises in the Wind,0
A Secret Kept,0
Jerusalem,0
Deep Wizardry,1
Wasted,1
Road Work: Among Tyrants Heroes Rogues and Beasts,0
Clash of the Sky Galleons,2
The Yada Yada Prayer Group,1
Leonardo the Terrible Monster,2
The Dark Age,1
Scouting Jasmine,1
Kosher Sex: A Recipe for Passion and Intimacy,0
Hollowmen,1
Calling Mr. Lonely Hearts,0
Lady of the English,1
Trouble at the Wedding,0
Lyra's Oxford,0
Ready Okay,2
Steam Pigs,2
Amish Grace: How Forgiveness Transcended Tragedy,0
The Teen Vogue Handbook: An Insider's Guide to Careers in Fashion,2
Tamsin,1
How to Use the Science of Mind: Principle in Practice,2
Fullmetal Alchemist Vol. 3,2
Rippler,0
Confections of a Closet Master Baker: One Woman's Sweet Journey from Unhappy Hollywood Executive to Contented Country Baker,0
Beginning JavaScript,0
Persephone the Phony,2
The 13th Prophecy,2
Kaddish and Other Poems,2
Hostile Takeover,2
In Your Room,0
Upgrade: 10 Secrets to the Best Education for Your Child,2
The Moment Between,0
The Etched City,0
Cinderella in Cleats,0
Forgotten Souls,1
The Officer's Secret,2
How Miss Rutherford Got Her Groove Back,0
Transfigurations,2
Steel Beauty,1
30 Pieces of Silver,0
Bob Moore: No Hero,0
First Bitten,0
Crescent,0
The Sword Bearer,0
Six Impossible Things,0
Gray,1
Quilting with the Muppets,1
Young Lonigan,0
The Earth Chronicles Handbook,2
Vampire Knight Vol. 2,2
In the Deep End,0
Neon Genesis Evangelion Vol. 7,2
Why the Chimes Rang,2
The ESP Enigma: The Scientific Case for Psychic Phenomena,1
Ghost Dog Secrets,1
Get It Started,0
Zero Degree,0
Magician's Mayhem (Elden Forest Series #1),2
The Phantom's Opera,2
Abandonment to Divine Providence: The Classic Text with a Spiritual Commentary,1
All That Glitters,1
Funland,0
Rafe's Redemption,0
Gorillas in the Mist,2
Case Closed Vol. 10,2
Do You Take This Woman?,1
Line of Scrimmage,1
Hannah Montana The Movie: The Junior Novel,2
Dead Sky Morning,2
The Book of Isaiah,2
The Tragedy of Arthur,0
Killer Pizza,0
Blood Stain,0
The Secret Behind the Cross and Crucifix,2
Love Songs For the Shy and Cynical,2
Pronto,0
The DD Group: An Online Investigation Into the Death of Marilyn Monroe,2
DisneyWar,1
Stakes & Stilettos,1
Drawing Down the Moon: Witches Druids Goddess-Worshippers and Other Pagans in America,1
Falling Under,0
Memory And Identity: Personal Reflections,1
Havoc,2
Design*Sponge at Home,1
M: The Man Who Became Caravaggio,1
Forgotten Soldiers (What Happened to Jacob Walden),2
Defy The Eagle,2
Citizen Kane,1
The Great Deluge: Hurricane Katrina New Orleans and the Mississippi Gulf Coast,2
Wild Magic,0
The Asfari's Reawakening,2
I Am Another You: A Journey to Powerful Breakthroughs,1
Speculation,0
Start Here: Doing Hard Things Right Where You Are,1
Yastrzemski,0
Hater,0
Where Are the Cocoa Puffs?: A Family's Journey through Bipolar Disorder,0
Waiting for Mercy,1
Berserk Vol. 22,2
Kiln People,0
Bobos in Paradise: The New Upper Class and How They Got There,0
Darkness Falls,1
Spirit Wolf,2
Homegrown Democrat: A Few Plain Thoughts from the Heart of America,1
The Theory of Moral Sentiments,1
The History and Social Influence of the Potato,1
Twilight and Philosophy: Vampires Vegetarians and the Pursuit of Immortality,2
Lean Hospitals: Improving Quality Patient Safety and Employee Satisfaction,1
Kaleidoscope Eyes,0
This Immortal,1
Grandpa's Ghost Stories,2
The Ghost Brigades,1
Road to Damascus,1
The Evolution of Ethan Poe,1
Soul Trapper,0
The Guardians,0
The King's Coat,1
Boys Bears and a Serious Pair of Hiking Boots,0
The Outsider,1
Marly's Ghost,0
The William S Club,0
Eighty Days Blue,0
Sweet Dreams in the Mind of a Serial Killer,0
Living Wabi Sabi: The True Beauty of Your Life,2
What Hearts,0
The Oath: The Obama White House and The Supreme Court,1
The Messiah Matrix,0
The Cave of Moving Shadows,1
The Passion of Jesus Christ,2
Black Butterflies,0
Hideyuki Kikuchi's Vampire Hunter D Volume 01,1
How Right You Are Jeeves,2
Leo the Late Bloomer,2
Twist,2
Madhur Jaffrey Indian Cooking,2
The Wisdom of the Native Americans: Including The Soul of an Indian and Other Writings of Ohiyesa and the Great Speeches of Red Jacket Chief Joseph and Chief Seattle,2
Nicholas Dane,0
Faction Paradox: The Book of the War,2
A Doctor's War,0
The Sweetest Spell,1
Reality Check,0
Pierre; or The Ambiguities,0
50 Shades of Gray Matter #1,0
The Philadelphia Story,2
Laird of the Wind,0
The Beautiful Screaming Of Pigs,0
Written in Stone: Evolution the Fossil Record and Our Place in Nature,1
How to Cook Everything: Simple Recipes for Great Food,1
The Jesus Incident,0
Magical Mayhem,2
The Janus Affair,1
Dan Brown's The Lost Symbol,1
Diabetes Without Drugs: The 5-Step Program to Control Blood Sugar Naturally and Prevent Diabetes Complications,1
Ever Since Darwin: Reflections in Natural History,1
Orion: The Fight for Vox,2
Ava,2
The New Life,0
The Maelstrom,2
Demon Seed,0
The Liquidator,0
Bound to the Prince,0
Crossroads,0
Millroy the Magician,0
Serpent's Storm,0
The Mis-Education of the Negro,2
Assassin's Creed: Renaissance,0
The Number Devil: A Mathematical Adventure,1
The Rascal King: The Life And Times Of James Michael Curley (1874-1958),1
Rafa,1
The Informationist,0
Amanda's Wedding,0
The Man Painter,1
Necroscope III: The Source,2
Deep in the Heart,2
I Have a Secret,1
The Hand That Holds Mine,0
Eternity,2
Cloven Hooves,0
Why I Live at the P.O. and Other Stories,2
Sunset Park,0
A Mathematician's Lament: How School Cheats Us Out of Our Most Fascinating and Imaginative Art Form,2
So Close to You,0
Malevolence,2
A Season in Purgatory,1
The Followers,0
No Such Thing as Immortality,0
Point of Origin,1
Animal Rights: A Very Short Introduction,0
The Long Dream,2
Kitty's House of Horrors,1
Home Song,0
Racing Through the Dark,2
Hattie's Advocate: Adopting a Family Through Foster Care,2
We Are Not Alone,0
Charmed Spirits,1
Quarantine,1
Happyslapped by a Jellyfish: The Words of Karl Pilkington,1
The Squirrel that Dreamt of Madness,1
Bid the Gods Arise (The Wells of the Worlds #1),2
Kare Kano: His and Her Circumstances Vol. 1,1
Heft,1
Mrs. Jeffries on the Trail,1
Acts of Violence,0
Khost,0
To The Elephant Graveyard,2
The Redbreast,1
Me and Her: a Memoir Of Madness,2
Tastes and Tales from Russia,2
A Knight of Silence,1
Allegiance,1
Just Don't Fall: How I Grew Up Conquered Illness and Made It Down the Mountain,2
Deadly Slipper,0
The Education of Caroline,2
Sarah,0
Fatal Storm: The Inside Story of the Tragic Sydney-Hobart Race,1
Capo,0
The Scarlatti Inheritance,0
Mr. Darcy Presents His Bride: A Sequel to Jane Austen's Pride and Prejudice,0
100 Ways to Motivate Yourself: Change Your Life Forever,1
Modern Pattern Design,2
Surviving Frank,2
The Decline and Fall of the Roman Empire: Volumes 4-6,2
Between Heaven & Hell,1
In the Shadow of the Mountains,2
It Began With Ashes,0
Magnificent Desolation: The Long Journey Home from the Moon,0
Fate's Path,2
The Rock Star,0
A Woman of No Importance,0
Oculus,2
Booster Gold Vol. 1: 52 Pick-Up,1
My Teacher Is an Alien,0
Darkness Visible,0
Development as Freedom,1
The Disciplined Trader: Developing Winning Attitudes,2
A Traveller in Time,1
The Scourge of Muirwood,2
The Choice,2
Fearless,2
The Hangman's Replacement: Sprout of Disruption,0
The Eternal War,1
Fever: Many are Born Few are Reborn,1
The Fourth Dimension: Discovering a New World of Answered Prayer,2
Texture Techniques for Winning Watercolors,2
Chocolate Shoes and Wedding Blues,1
Doctor Who: No Future,0
Disney's Darkwing Duck The Silly Canine Caper (A Little Golden Book),0
A Place to Stand,2
A Year from Monday: New Lectures and Writings,2
The New Rulers of the World,1
Snow,0
All Things Dance Like Dragonflies,1
Hidden Light,2
Arabian Sands,2
Time to Tell 'Em Off! A Pocket Guide to Overcoming Peer Ridicule,1
Terror and Liberalism,0
Apache. Ed Macy,2
How Will You Measure Your Life?,1
Once Bitten,0
Broken Gates,1
All in Good Time,0
Leaving Microsoft to Change the World: An Entrepreneur's Odyssey to Educate the World's Children,1
Little Drummer Girls,0
Love and Other Subjects,0
Seven Deadly Sins: Settling the Argument Between Born Bad and Damaged Good,1
Traitor's Knife,2
Idle Thoughts of an Idle Fellow,0
The Banshee's Desire,1
The Dreamland Chronicles,2
Foreign Tongue: A Novel of Life and Love in Paris,0
His Sexy Bad Habit,2
Broken,0
Death and Nightingales,0
Elegies for the Brokenhearted,1
Dark Waltz,0
One Chance,1
Last Stand at Saber River,0
Always You,1
The Fig Orchard,1
Incas: The Puma's Shadow,0
Cassidy Jones and Vulcan's Gift,2
Jacob's Room,0
Fairytale Come Alive,2
The Lyris,2
Mind Over Mind: The Surprising Power of Expectations,0
The Wrong Side of Paris,0
Ilustrado,0
But Not the Hippopotamus,2
To Kill the Potemkin,0
Fast Times at Ridgemont High,1
The Angels Trilogy,2
Sentence of Marriage,0
Prophecy's Child,2
Crazy,1
Snowing in Bali,1
Camwolf,0
Cherry Crush,1
The Thing With Feathers,2
The Nymph King,1
Haunting Jordan,1
Neil Flambé and the Toyko Treasure,2
The Collection: The Outsiders / Rumble Fish / That Was Then This Is Now,2
Josh & Hannah,1
The Art of Exceptional Living,2
The Morganville Vampires #1-9,2
Judging a Book by Its Lover: A Field Guide to the Hearts and Minds of Readers Everywhere,0
Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,1
Caleb + Kate,0
When Rain Falls,2
The Dark,1
Life's Little Ironies,0
A Medical Affair,0
Puckoon,0
The Guardian Angel's Journal,1
My Savior Forever,0
Before Now,1
The Unfailing Light,0
The Adventures of Tintin,0
The Last Detective,2
The Dreyfus Affair: J'Accuse and Other Writings,1
Sins of the Son,1
PopCo,0
The Anvil of Ice,1
Rubicon: The Last Years of the Roman Republic,2
Infinite Possibilities,1
The Student Prince,2
Quantum Computation and Quantum Information,2
Healing Grace,2
I Only Have Eyes for You,2
Ash Mistry and the City of Death,1
The Beauty Detox Solution: Eat Your Way to Radiant Skin Renewed Energy and the Body You've Always Wanted,1
Argall: The True Story of Pocahontas and Captain John Smith,1
All That He Desires,2
Voluptuous Vindication,2
The Written,0
A Prince Among Killers,1
Have Wheels Will Travel,1
The Great Chain of Being: A Study of the History of an Idea,1
Destined to Feel,0
Animal Man Volume 1: The Hunt,1
The Untold History of The United States,2
My Life with Snoopy: How One Shelter Dog's Love Changed a Man's Life and Other Tails of Adventure,2
Pride & Popularity,0
Rain on the River: Selected Poems and Short Prose,2
The Eye in the Door,1
Riptide,1
Long Lost,1
Vince's Life: The Wedding,1
Vampire Hunter D Volume 11: Pale Fallen Angel - Parts One and Two,2
When We Ruled: The Ancient and Medieval History of Black Civilisations,2
Belladonna,1
The Star Child,0
36 Hours,2
Snapshot,1
100 XIV,2
I Like You Just Because: Thoughts on Friendship,2
Black Heart,1
Blue Sky Adam,2
Taken by the Cowboy,0
Horrid Henry's Head Lice,1
Happily Ever After,0
Ann Marie's Asylum,0
Flight of the Red Bandit,2
The Legend of Sigurd & Gudrún,0
Learning to Trust,0
Breaking Point,0
Emerge,0
Berenice,0
The Bostonians,0
Forever,1
Dark Heat: The Dark Kings Stories,2
A Woman Gone Mad,1
The Blood of Others,1
Scumble,1
Coming Up Roses,1
Outrageous,0
The Edge of Darkness,1
The Good Old Boys,2
The Death of a President: November 1963,2
My Notorious Life,1
Making Ideas Happen: Overcoming the Obstacles Between Vision and Reality,1
Finding Freedom,2
Where We Fell,2
The Other Side of the Hedge; The Celestial Omnibus,0
